Código,Descripción,Categoría,Marca,Cantidad (unidades),Unidades/Bulto,Cantidad (bultos),Costo Unitario (USD),Precio Unitario (USD),Valor Total Costo (USD),Valor Total Venta (USD)
004172,SHAMPOO LIMPIEZA RENOVADORA HEAD & SHOULDERS 180 ML,CUIDADO PERSONAL,nan,348.00,12,29.00,1.0000,5.0900,348.00,1771.32
004204,SALSA PARA PASTA BOLOGNESA OSOLE 200 GR,VIVERES,nan,360.00,24,15.00,0.9666,1.1389,347.98,410.00
001280,REFRESCO FRESCOLITA 1 LT,SIN CATEGORIA,None,474.00,6,79.00,0.7328,0.7500,347.34,355.50
001692,PIRULIN CHOCO ESTUCHE LUJO 120 GR,GALLETAS,nan,192.00,24,8.00,1.7972,3.1110,345.06,597.31
000954,PAPAS PRE FRITAS CONGELADAS DEL MONTE 1 KG,REFRIGERADOS Y CONGELADOS,nan,160.00,10,16.00,2.1452,4.4200,343.24,707.20
002592,PERRARINA PREMIUM DIGESTION AVANZADA RINGO 1 KG,MASCOTAS,nan,220.00,20,11.00,1.5580,4.1451,342.76,911.92
002579,CHOCO SNACK CHOCO MANI BIANCHI 50 GR,CONFITERIA,nan,384.00,24,16.00,0.8917,0.7533,342.40,289.28
003692,SALSA DE TOMATE REFOGADO OLE 340 GR,VIVERES,nan,323.00,24,13.46,1.0579,1.5090,341.69,487.39
001582,FORORO KEL 225 GR,SIN CATEGORIA,None,504.00,24,21.00,0.6774,0.6300,341.39,317.52
003485,TOALLAS SANIT. POST-PARTO PREM SECUREZZA 10 UND,SIN CATEGORIA,None,228.00,12,19.00,1.4875,2.5281,339.15,576.41
001155,CIGARROS ECLIPSE LUCKY STRIKE 20 UND,MISCELANEOS,None,130.00,10,13.00,2.6077,3.7100,339.00,482.30
000943,CHOCOLATE CARRE CHOCOLATE OSCURO C/ CARAMELO NESTLE 100 GR,SIN CATEGORIA,None,120.00,120,1.00,2.8200,3.6100,338.40,433.20
003087,PIÑAS EN RODAJAS KALDINI 850 GR,VIVERES,nan,96.00,12,8.00,3.5200,4.3300,337.92,415.68
004913,AREQUIPE CAMPONESA 300 GR,SIN CATEGORIA,None,180.00,12,15.00,1.8648,2.5798,335.66,464.37
000169,COCO ENTERO,FRUVER,nan,414.00,1,414.00,0.8094,0.8600,335.07,356.04
001903,DESINFECTANTE BEBE MISTOLIN 828 ML,LIMPIEZA,nan,276.00,12,23.00,1.2125,1.6700,334.65,460.92
001899,CLORO ULTRA LIMON NEVEX 1 LT,SIN CATEGORIA,None,264.00,12,22.00,1.2645,1.8889,333.82,498.68
001513,ONOTO IBERIA 6 GR,SIN CATEGORIA,None,720.00,24,30.00,0.4629,0.2214,333.28,159.42
001248,COLADO POUCH DE FRUTAS MIXTAS HEINZ 113 GR,INFANTIL,nan,408.00,24,17.00,0.8166,0.8100,333.18,330.48
004675,HILO DENTAL ESSENTIAL FLOSS ORAL-B 50 M,CUIDADO PERSONAL,nan,168.00,48,3.50,1.9750,2.9399,331.80,493.90
000680,JABON FRESCURA PURIFICANTE PALMOLIVE 110 GR,CUIDADO PERSONAL,nan,504.00,72,7.00,0.6580,1.3316,331.63,671.12
004796,AFEITADORA ORIGINAL 3 HOJILLAS CON REPUESTO VENUS GILLETTE,CUIDADO PERSONAL,nan,72.00,36,2.00,4.5800,5.2700,329.76,379.44
004985,BEBIDA ACHOCOLATADA UHT CHOCO MIL CEMIL 200 ML,SIN CATEGORIA,None,540.00,27,20.00,0.6051,0.5891,326.76,318.11
001472,PEPITO ORIGINAL XXL FRITO LAY 180 GR,CONFITERIA,nan,207.00,9,23.00,1.5775,2.2693,326.54,469.75
002255,AFRECHO DE TRIGO ALIMENTOS NATURAL PLUS 300 GR,SALUDABLE,nan,264.00,24,11.00,1.2333,1.8500,325.60,488.40
004735,CARAMELOS MENTITAS AMBROSOLI 25 GR,CONFITERIA,nan,792.00,144,5.50,0.4100,0.5500,324.72,435.60
001845,COLADO DE DURAZNO NATULAC 186 GR,SIN CATEGORIA,None,360.00,24,15.00,0.9000,1.1100,324.00,399.60
002580,CHOCOLATES ENCANTO DE FRESA BIANCHI 55 GR,CONFITERIA,nan,408.00,24,17.00,0.7932,0.7555,323.62,308.24
001448,CHEETOS MEGA BOLIQUESO FRITO LAY 80 GR,CONFITERIA,nan,360.00,36,10.00,0.8957,1.0200,322.46,367.20
004822,VASOS PLASTICOS DIAMANTE NRO 127 50 UND,HOGAR,nan,260.00,20,13.00,1.2400,1.6500,322.40,429.00
001919,CHISKESITOS MUNCHY 145 GR,CONFITERIA,nan,340.00,20,17.00,0.9453,1.1203,321.39,380.89
003561,BASE PARA COCINAR CARNE MECHADA OSOLE 300 GR,VIVERES,nan,240.00,24,10.00,1.3357,1.8101,320.57,434.42
004174,DESODORANTE ROLL-ON COOL WAVE GILLETTE 60 GR,CUIDADO PERSONAL,nan,204.00,12,17.00,1.5667,2.7082,319.60,552.47
001830,COLADO DE PERA NATULAC 113 GR,INFANTIL,nan,456.00,24,19.00,0.7000,0.8600,319.20,392.16
005277,SALSA SABOR A TOCINETA AHUMADA 145 GR,SIN CATEGORIA,FRITZ,336.00,24,14.00,0.9474,1.1298,318.32,379.60
004919,REPELENTE INSECTOS ESPIRAL BAYGON 12 UND,CUIDADO PERSONAL,nan,120.00,12,10.00,2.6500,3.5200,318.00,422.40
001715,FLAQUITO RELLENO DE AVELLANA ST. MORITZ 2 UND 30 GR,GALLETAS,nan,360.00,40,9.00,0.8795,1.0500,316.61,378.00
001288,REFRESCO UVA FANTA 2 LT,SIN CATEGORIA,None,330.00,6,55.00,0.9538,1.1202,314.74,369.65
001383,RON DRAGON BEST BLEND 1 LT,BODEGON,nan,216.00,12,18.00,1.4520,1.8989,313.64,410.15
001922,CHICHARRONSON CRIOLLO MUNCHY 90 GR,CONFITERIA,nan,240.00,20,12.00,1.3056,2.7411,313.35,657.85
005033,MERMELADA DE DURAZNO GRANJA 230 GR,VIVERES,nan,264.00,24,11.00,1.1828,1.6500,312.26,435.60
004083,CEREAL CRUNCH FLOW PACK NUCITA 120 GR,SIN CATEGORIA,None,288.00,18,16.00,1.0817,1.4305,311.54,411.98
001913,KESITOS MUNCHY 85 GR,SIN CATEGORIA,None,400.00,20,20.00,0.7788,0.7500,311.53,300.00
001558,TOALLAS SANITARIAS X-TREME SEC CON ALAS FRIENDS 14 UND,CUIDADO PERSONAL,nan,156.00,12,13.00,1.9900,2.6400,310.44,411.84
002064,SALSA MAIZ ARIAS 240 GR,SIN CATEGORIA,None,240.00,12,20.00,1.2933,1.9100,310.40,458.40
001228,SALSA DE SOYA HEINZ 150 ML,VIVERES,nan,288.00,24,12.00,1.0773,1.5500,310.26,446.40
003974,PERRARINA +PRO CACHORRO RINGO 1 KG,SIN CATEGORIA,None,220.00,20,11.00,1.4084,4.3554,309.85,958.20
003076,AFEITADORA DORCO ROSADA 5 PZAS,SIN CATEGORIA,None,400.00,320,1.25,0.7711,1.0051,308.42,402.03
001123,GALLETA MARIA MINI PUIG 200 GR,SIN CATEGORIA,None,304.00,16,19.00,1.0000,1.2795,304.00,388.95
004878,COMPOTA BANANA PERA Y FRESA OSOLE S/A 100 GR,SIN CATEGORIA,None,408.00,24,17.00,0.7451,0.6296,303.99,256.89
002704,NECTAR DE DURAZNO TRIPACK S/AZUCAR VIVO 190 ML,SIN CATEGORIA,None,208.00,8,26.00,1.4590,1.8897,303.47,393.05
004836,PASTILLAS LIMPIADORAS PARA SANITARIOS VALE 48 GR,LIMPIEZA,VALEO,336.00,48,7.00,0.9000,1.2000,302.40,403.20
001114,SALCHICHA VIENA LARGA FIESTA 12 UND,CHARCUTERIA,nan,136.00,8,17.00,2.2196,5.2920,301.86,719.71
004109,REPELENTE EN CREMA ALOE VERA OFF FAMILY 196 GR,CUIDADO PERSONAL,nan,108.00,12,9.00,2.7845,5.9200,300.72,639.36
001286,REFRESCO UVA FANTA 1 LT,BEBIDAS,nan,384.00,6,64.00,0.7774,0.7500,298.52,288.00
000860,RIKO MALT PARMALAT 1 LT,SIN CATEGORIA,None,144.00,12,12.00,2.0598,4.1204,296.61,593.34
001479,JUGO DE PERA EL TUNAL 1 LT,BEBIDAS,nan,216.00,12,18.00,1.3659,2.3288,295.02,503.01
000399,CERVEZA CAJA RETORNABLE PILSEN TERCIO POLAR 330 ML,BODEGON,nan,23.00,1,23.00,12.7846,17.4200,294.05,400.66
001486,TE FRIO FRUTOS ROJOS EL TUNAL 1 LT,BEBIDAS,nan,252.00,12,21.00,1.1655,1.8520,293.69,466.69
004705,LAVAPLATOS LIQUIDO BRISOL 825 ML,LIMPIEZA,nan,96.00,12,8.00,3.0509,6.3289,292.89,607.58
001619,GALLETAS PUNTO ROJO TRIGO DE ORO 90 GR,GALLETAS,nan,540.00,30,18.00,0.5400,0.7200,291.60,388.80
003565,BASE PARA COCINAR SOFRITO CRIOLLO OSOLE 300 GR,VIVERES,nan,264.00,24,11.00,1.1044,1.8102,291.57,477.90
001934,AROS DE MAIZ RINGOS MUNCHY 180 GR,CONFITERIA,nan,160.00,10,16.00,1.8022,2.5697,288.36,411.16
003958,AFEITADORA CON ALOE SENSITIVE GILLETTE,CUIDADO PERSONAL,nan,288.00,72,4.00,1.0000,3.5172,288.00,1012.95
002409,AFEITADORA BLISTER 3 X 2 GILLETTE,CUIDADO PERSONAL,nan,288.00,72,4.00,1.0000,3.0862,288.00,888.83
000782,MALTA DE BOTELLA NO RETORNABLE REGIONAL 250 ML,BEBIDAS,nan,552.00,24,23.00,0.5200,0.6100,287.04,336.72
005304,PANETON GOTAS DE CHOCOLATE Y NUECES BIMBO 450 GR,SIN CATEGORIA,BIMBO,72.00,1,72.00,3.9800,5.1600,286.56,371.52
001679,PASTA TORNILLITO PREMIUM SINDONI 500 GR,SIN CATEGORIA,None,300.00,12,25.00,0.9552,1.0300,286.55,309.00
003082,ACEITE DE OLIVA EXTRA VIRGEN KALDINI 1 LT,CESTA BASICA,nan,24.00,12,2.00,11.9100,15.8400,285.84,380.16
001081,SHAMPOO CABELLO CLARO EXTRACTO DE MANZANILLA CHICCO 200 ML,CUIDADO PERSONAL,nan,140.00,10,14.00,2.0311,4.2500,284.36,595.00
001220,PASTA DE TOMATE HEINZ 511 GR,VIVERES,nan,108.00,12,9.00,2.6308,4.4900,284.12,484.92
003566,BASE PARA COCINAR POLLO EN SALSA OSOLE 300 GR,VIVERES,nan,266.00,24,11.08,1.0627,1.8103,282.67,481.53
002741,GELATINA ZERO LIMON WYNCO 12 GR,REPOSTERIA,nan,360.00,36,10.00,0.7797,0.6204,280.71,223.35
001904,DESINFECTANTE ROCIO MISTOLIN 828 ML,LIMPIEZA,nan,240.00,12,20.00,1.1680,1.6700,280.32,400.80
004506,ONOTO EN GRANO COND. ALIS 100 GR,VIVERES,nan,350.00,50,7.00,0.8000,0.9800,280.00,343.00
002818,MEZCLA PARA TORTA DE CHOCOLATE RENATA 400 GR,REPOSTERIA,nan,216.00,12,18.00,1.2813,1.9300,276.75,416.88
004190,"CARAMELOS DE MENTA EXTRA FUERTE FREEGELLS 27,9 GR",CONFITERIA,nan,1728.00,432,4.00,0.1600,0.2000,276.48,345.60
000896,BEBIDA EN POLVO DE DURAZNO NESTEA 240 GR,BEBIDAS,nan,132.00,12,11.00,2.0900,2.6800,275.88,353.76
001518,ADOBO COMPLETO IBERIA 40 GR,SIN CATEGORIA,None,384.00,24,16.00,0.7153,0.6899,274.67,264.92
004076,PASTILLA LIMPIADORA PATO 2 UND 80 GR,LIMPIEZA,nan,108.00,12,9.00,2.5400,3.3800,274.32,365.04
001287,REFRESCO UVA FANTA 1.5 LT,SIN CATEGORIA,FANTA,312.00,6,52.00,0.8777,0.9492,273.85,296.14
001129,GALLETAS DE CHOCOLATE ELITE PUIG 100 GR,GALLETAS,nan,336.00,24,14.00,0.8124,0.8609,272.98,289.26
003560,SALSA PARA PIZZA ARIAS 190 GR,VIVERES,nan,264.00,12,22.00,1.0338,1.3200,272.92,348.48
004071,AMBIENTADOR CAMPOS DE LAVANDA GLADE 360 ML,HOGAR,nan,132.00,12,11.00,2.0667,4.5200,272.80,596.64
004128,ESPUMA PARA AFEITAR CARBONO GILLETTE 150 GR,CUIDADO PERSONAL,nan,144.00,12,12.00,1.8929,4.0602,272.58,584.67
002775,GUISANTES OLE 190 GR,VIVERES,nan,252.00,12,21.00,1.0800,1.3300,272.16,335.16
001853,NECTAR DE PERA SIN AZUCAR TPA NATULAC 250 ML,BEBIDAS,nan,312.00,24,13.00,0.8695,0.9716,271.30,303.12
001222,SALSA INGLESA HEINZ 150 ML,VIVERES,nan,264.00,24,11.00,1.0263,1.2700,270.95,335.28
003855,GALLETAS CON CHOCOLATE DARK KITKAT 41.5 GR,GALLETAS,nan,288.00,96,3.00,0.9400,1.2000,270.72,345.60
004478,CERVEZA RET LIGHT AZUL SOLERA CAJA 222 ML,SIN CATEGORIA,None,40.00,1,40.00,6.7600,19.1900,270.40,767.60
005032,MERMELADA DE GUAYABA GRANJA 230 GR,VIVERES,nan,240.00,24,10.00,1.1266,1.6500,270.38,396.00
005297,DETERGENTE EN POLVO BEBE PREMIO 400 GR,SIN CATEGORIA,None,300.00,50,6.00,0.8988,0.9398,269.63,281.94
001478,JUGO DE MANZANA EL TUNAL 1 LT,BEBIDAS,nan,180.00,12,15.00,1.4929,2.3292,268.71,419.25
001230,SALSA DE AJO HEINZ 150 ML,VIVERES,nan,264.00,24,11.00,1.0155,1.2700,268.10,335.28
001314,PAN MOLIDO BIMBO 300 GR,PANADERIA,nan,135.00,1,135.00,1.9818,1.2500,267.55,168.75
001444,CHEETOS FLAMIN HOT FRITO LAY 120 GR,CONFITERIA,nan,240.00,20,12.00,1.1141,1.6018,267.38,384.44
000273,WHISKY WHITE LABEL DEWARS 750 ML,BODEGON,nan,48.00,12,4.00,5.5543,22.9036,266.61,1099.38
001661,TOCINETA PICANTE OINK 110 GR,CONFITERIA,nan,312.00,8,39.00,0.8520,1.0000,265.84,312.00
001086,CHAMPU BABY SKIN CABELLO NORMAL CHICCO 200 ML,INFANTIL,nan,80.00,10,8.00,3.3200,4.2500,265.60,340.00
000281,WHISKY THE FAMOUS GROUSE 1 LT,BODEGON,nan,24.00,12,2.00,11.0600,22.1200,265.44,530.88
004317,CIGARROS COSMIC LUCKY STRIKE 20 UND,MISCELANEOS,None,110.00,10,11.00,2.4128,3.7100,265.41,408.10
003518,SALSA ROSADA FRITZ 260 GR,VIVERES,nan,216.00,12,18.00,1.2250,1.7800,264.60,384.48
001900,CLORO ULTRA LAVANDA NEVEX 1 LT,LIMPIEZA,nan,264.00,12,22.00,1.0000,1.7200,264.00,454.08
004440,COMINO EN POLVO LA COMADRE 44 GR,SIN CATEGORIA,None,156.00,12,13.00,1.6870,2.5696,263.17,400.86
001947,CHOCOLATE OVOMALTINA 35 GR,CONFITERIA,nan,288.00,48,6.00,0.9060,1.1297,260.93,325.36
001253,GELATINA DE PIÑA SONRISSA 66 GR,REPOSTERIA,nan,240.00,48,5.00,1.0868,1.3700,260.84,328.80
004905,COLADO DE ZANAHORIA-NARANJA SIN GLUTEN HEINZ 113 GR,INFANTIL,nan,336.00,24,14.00,0.7725,0.7086,259.56,238.08
001463,CHEETOS HORNEADOS MEGA PUFFS FRITO LAY 110 GR,CONFITERIA,nan,216.00,36,6.00,1.1976,1.6400,258.69,354.24
000874,BEBIDA EN POLVO DE LIMON NESTEA 450 GR,BEBIDAS,nan,80.00,8,10.00,3.2322,4.9500,258.58,396.00
004466,PAN CROISSANT BRIOCHE CRUSTISSIMO 340 GR,SIN CATEGORIA,None,160.00,1,160.00,1.6127,2.5200,258.03,403.20
002082,MERMELADA DE FRESA OSOLE 200 GR,VIVERES,nan,144.00,24,6.00,1.7900,2.2000,257.76,316.80
002468,PERRARINA ADULTO WHTCR S/C CONTROL PESO DOG CHOW 2 KG,MASCOTAS,nan,24.00,6,4.00,10.7200,13.1900,257.28,316.56
000940,CHOCOLATE OSCURO PARA POSTRES 55% SAVOY 200 GR,CONFITERIA,nan,128.00,64,2.00,2.0058,4.7682,256.74,610.33
003183,FLOR DE JAMAICA PAQUETE,BEBIDAS,nan,262.00,1,262.00,0.9736,1.2100,255.08,317.02
004212,PIMIENTA NEGRA MOLIDA KALDINI 100 GR,VIVERES,nan,120.00,24,5.00,2.1220,4.0508,254.64,486.09
000890,CEREAL INFANTIL ARROZ NESTUM NESTLE 225 GR,SIN CATEGORIA,None,120.00,24,5.00,2.1145,3.7688,253.74,452.26
001490,SALSA PARA PASTA BOLOGNESA IBERIA 490 GR,VIVERES,nan,84.00,12,7.00,3.0100,3.7000,252.84,310.80
001569,PUDIN DE FRESA MONTALBAN 90 GR,REPOSTERIA,nan,226.00,72,3.14,1.1170,1.3900,252.44,314.14
001482,TE FRIO DURAZNO EL TUNAL 1 LT,BEBIDAS,nan,239.00,12,19.92,1.0557,1.8529,252.32,442.85
005136,GALLETAS DELICIAS DE GUAYABA OREO 192 GR,GALLETAS,nan,168.00,28,6.00,1.5000,2.0000,252.00,336.00
001854,NECTAR DE MANZANA SIN AZUCAR TPA NATULAC 250 ML,BEBIDAS,nan,288.00,24,12.00,0.8740,0.9716,251.71,279.83
003475,SALSA DE AJI PICANTE PIRI PIRI IBERIA 150 ML,VIVERES,nan,216.00,24,9.00,1.1636,1.7774,251.35,383.92
000880,CHOCOLATE BOLSA TORONTO 125 GR,CONFITERIA,nan,96.00,48,2.00,2.6047,5.6389,250.05,541.33
002695,COMPOTA DE MANGO MARACUYA VIVO 120 GR,INFANTIL,nan,252.00,18,14.00,0.9922,1.2767,250.04,321.73
002644,GEL FIJADOR BLANCA ROLDA 120 GR,SIN CATEGORIA,None,240.00,24,10.00,1.0400,2.2480,249.60,539.52
004541,AGUA MINERAL VIDACTIVA 330 ML,BEBIDAS,nan,336.00,24,14.00,0.7405,0.2000,248.80,67.20
000907,NATURISIMO ENVASE MAGGI 220 GR,VIVERES,nan,80.00,20,4.00,3.1100,3.9800,248.80,318.40
004747,ACEITE DE OLIVA EXTRA VIRGEN GALLO LATA 200 ML,CESTA BASICA,nan,120.00,40,3.00,2.0716,7.4911,248.59,898.93
004772,CHAMPU PARA NIÑOS COCO TRAVIESO EVERY NIGHT 365 ML,CUIDADO PERSONAL,nan,96.00,12,8.00,2.5823,3.8200,247.90,366.72
005278,SALSA SABOR A QUESO CHEDDAR 145 GR,SIN CATEGORIA,FRITZ,264.00,24,11.00,0.9385,1.1298,247.76,298.28
003562,BASE PARA COCINAR ARROZ CON POLLO OSOLE 300 GR,VIVERES,nan,168.00,24,7.00,1.4700,1.8100,246.96,304.08
001311,PAN DE MANTEQUILLA BIMBO 500 GR,PANADERIA,nan,125.00,1,125.00,1.9750,3.5200,246.88,440.00
004866,"LIMPIADOR BICARBONATO, NARANJA Y LIMON PODER REFORZADO AJAX 2 LT",LIMPIEZA,nan,42.00,6,7.00,5.8600,7.7900,246.12,327.18
002694,COMPOTA DE FRAMBUESA VIVO 120 GR,INFANTIL,nan,252.00,18,14.00,0.9730,1.2787,245.19,322.22
000853,JUGO DE NARANJA FRICA 500 ML,BEBIDAS,nan,192.00,12,16.00,1.2711,1.9583,244.05,376.00
004856,CERVEZA LIGHT NR SOLERA 222 ML,BODEGON,nan,392.00,12,32.67,0.6200,0.6900,243.04,270.48
004289,REPELENTE EN CREMA CON ALOE OFF FAMILY 60 GR,CUIDADO PERSONAL,nan,192.00,24,8.00,1.2585,2.2000,241.62,422.40
001488,SALSA PARA PASTA BOLOGNESA IBERIA 190 GR,VIVERES,nan,192.00,24,8.00,1.2578,1.9100,241.50,366.72
003965,CEREAL INFANTIL 3 CEREALES NESTUM NESTLE 500 GR,INFANTIL,nan,84.00,12,7.00,2.8692,7.5000,241.02,630.00
000411,AJO PELADO 100 GR,FRUVER,nan,285.00,1,285.00,0.8436,0.7145,240.43,203.65
003500,SALSA DE TOMATE 57 HEINZ 378 GR,VIVERES,nan,168.00,24,7.00,1.4287,1.9400,240.02,325.92
001083,COTONCITOS CHICCO 60 UND,INFANTIL,nan,240.00,48,5.00,1.0000,1.3010,240.00,312.24
004211,ENVOPLAST WYNWOOD 30 X 30 CM,HOGAR,nan,192.00,24,8.00,1.2500,1.6600,240.00,318.72
004322,CHOCOTRIO AMENDOIM PB NESTLE 90 GR,CONFITERIA,nan,144.00,48,3.00,1.6525,2.3895,237.96,344.08
005072,HISOPO ESTRELLA ALIVE 300 PCS,INFANTIL,nan,258.00,120,2.15,0.9172,1.8060,236.64,465.95
003779,BEBIDA EN POLVO FRESA FRUTILLA TANDY 25 GR,SIN CATEGORIA,None,1680.00,120,14.00,0.1400,0.1900,235.20,319.20
001831,COLADO DE MANZANA NATULAC 113 GR,INFANTIL,nan,336.00,24,14.00,0.7000,0.8600,235.20,288.96
001127,GALLETAS DE LIMON TV PUIG 90 GR,GALLETAS,nan,312.00,24,13.00,0.7446,0.8006,232.33,249.77
000844,TE CON DURAZNO PARMALAT 500 ML,BEBIDAS,nan,180.00,12,15.00,1.2844,1.6200,231.20,291.60
002743,PUDIN DE CHOCOLATE WYNCO 50 GR,REPOSTERIA,nan,396.00,36,11.00,0.5836,0.5191,231.10,205.57
001067,CEREAL FRESA FUDGE L FLIPS 6 UND 50 GR,SIN CATEGORIA,None,45.00,9,5.00,5.1300,6.8300,230.85,307.35
001563,PUDIN DE CHOCOLATE MONTALBAN 90 GR,REPOSTERIA,nan,204.00,72,2.83,1.1300,1.3900,230.52,283.56
002742,PUDIN DE VAINILLA WYNCO 50 GR,REPOSTERIA,nan,360.00,36,10.00,0.6402,0.5189,230.47,186.79
004860,QUITAMANCHAS LIQ. ROSA VANISH 450 ML,SIN CATEGORIA,None,72.00,24,3.00,3.2000,4.2600,230.40,306.72
000168,TAMARINDO EN PANELA,FRUVER,nan,220.00,1,220.00,1.0456,1.3500,230.03,297.00
001113,SALCHICHA VIENA CORTA FIESTA 12 UND,CHARCUTERIA,nan,104.00,8,13.00,2.1993,3.4905,228.73,363.01
003077,AFEITADORA DORCO AZUL 5 PZAS,SIN CATEGORIA,None,300.00,320,0.94,0.7611,1.0035,228.34,301.06
002606,PANETON DE FRUTAS CONFITADAS Y UVAS PASAS BIMBO 450 GR,SIN CATEGORIA,BIMBO,72.00,1,72.00,3.1636,5.1601,227.78,371.53
005301,TOALLAS SANITARIAS ULTRA DELGADA DIA DIVA 10 UND,SIN CATEGORIA,DIVA,216.00,24,9.00,1.0529,1.6630,227.42,359.21
000289,VODKA GREY GOOSE 750 ML,BODEGON,nan,6.00,6,1.00,37.9000,43.5900,227.40,261.54
003447,CANELLONES DIRECTO AL HORNO CAPRI 250 GR,CESTA BASICA,nan,192.00,12,16.00,1.1800,1.4500,226.56,278.40
001924,CHICHARRONSON VINAGRE CON LIMON MUNCHY 62 GR,CONFITERIA,nan,180.00,20,9.00,1.2572,2.0785,226.29,374.13
004294,CEPILLO DENTAL CUIDADO COMP. ALIDENT UND,SIN CATEGORIA,None,288.00,288,1.00,0.7854,0.7815,226.19,225.06
004550,JABON LIQUIDO PARA MANOS GRANJA 500 ML,CUIDADO PERSONAL,nan,192.00,12,16.00,1.1671,1.6600,224.09,318.72
002827,WAFER DE BRIGADEIRO RENATA 115 GR,GALLETAS,nan,280.00,40,7.00,0.7999,0.8515,223.97,238.42
000859,CHICHA EL CHICHERO 1 LT,BEBIDAS,nan,84.00,12,7.00,2.6650,3.9592,223.86,332.57
004090,PANQUE DE VAINILLA Y CHOCOLATE TRIGO DE ORO 3 UND,PANADERIA,nan,168.00,24,7.00,1.3300,1.7700,223.44,297.36
000976,AGUA MINALBA 600 ML,BEBIDAS,nan,288.00,24,12.00,0.7727,0.8500,222.53,244.80
004755,DESODORANTE ROLL-ON EXTRA PROTECCION X5 SPEED STICK 50 ML,CUIDADO PERSONAL,nan,96.00,12,8.00,2.3100,3.0700,221.76,294.72
004711,DESODORANTE BARRA SPEED STICK X5 50 GR,CUIDADO PERSONAL,nan,120.00,12,10.00,1.8459,5.4910,221.51,658.92
000167,PIÑA UND,FRUVER,nan,246.00,1,246.00,0.8961,0.9800,220.44,241.08
002435,BUBBALOO SPARKIES 25 GR,CONFITERIA,nan,480.00,480,1.00,0.4590,0.3895,220.34,186.96
002740,GELATINA ZERO UVA WYNCO 12 GR,REPOSTERIA,nan,288.00,36,8.00,0.7648,0.6296,220.27,181.33
001598,SANGRIA BLANCA CAROREÑA 1.75 LT,SIN CATEGORIA,None,60.00,6,10.00,3.6654,5.6298,219.93,337.79
000875,BEBIDA EN POLVO DE DURAZNO NESTEA 450 GR,BEBIDAS,nan,72.00,8,9.00,3.0500,4.9500,219.60,356.40
001450,PLATANITO NATUCHIPS FRITO LAY 150 GR,CONFITERIA,nan,180.00,18,10.00,1.2143,2.7300,218.58,491.40
002496,CARAMELO LIMON CHAO 100 UND,CONFITERIA,nan,168.00,24,7.00,1.2900,2.7667,216.72,464.80
000862,BEBIDA ACHOCOLATADA RIKO MALT 250 ML,SIN CATEGORIA,None,216.00,24,9.00,1.0000,1.8276,216.00,394.76
004146,JABON INTIMO FRIENDS 240 GR,CUIDADO PERSONAL,nan,108.00,12,9.00,1.9767,5.2319,213.48,565.04
000877,GALLETAS SUSY CHOCO2 NESTLE 58 GR,GALLETAS,nan,120.00,60,2.00,1.7776,3.1711,213.32,380.54
002396,JABON ANTIBACTERIAL OMEGA 3 PROTEX 120 GR,SIN CATEGORIA,None,288.00,72,4.00,0.7398,1.5006,213.06,432.16
003632,QUESO PECORINO CON PIMENTON QUESOS DE MI TIERRA 95 GR,CHARCUTERIA,nan,150.00,1,150.00,1.4149,2.2900,212.24,343.50
002807,GALLETAS DE CHOCOLATE ISABELA 140 GR,SIN CATEGORIA,ISABELA,450.00,50,9.00,0.4700,0.6300,211.50,283.50
000394,MANZANA BANDEJA,FRUVER,None,60.00,1,60.00,3.5100,4.3200,210.60,259.20
000248,TE HERBAL MANZANILLA KALDINI 20 UND,BEBIDAS,nan,132.00,12,11.00,1.5947,2.6203,210.51,345.88
002583,CHOCO SNACK COOKIES AND CREAM BIANCHI 48 GR,SIN CATEGORIA,None,360.00,24,15.00,0.5811,0.7546,209.20,271.67
004973,CREMA DENTAL TRIPLE ACCION ALIDENT 50 GR,CUIDADO PERSONAL,nan,720.00,144,5.00,0.2900,0.6300,208.80,453.60
001933,KESITOS XXL MUNCHY 180 GR,SIN CATEGORIA,None,160.00,10,16.00,1.3036,1.8608,208.58,297.74
005281,PAÑAL BASIC TALLA G OKI 40 UND,SIN CATEGORIA,OKI,45.00,5,9.00,4.5933,8.5000,206.70,382.50
001117,GALLETA SODA INTEGRAL PUIG 290 GR,SIN CATEGORIA,None,192.00,24,8.00,1.0761,1.4493,206.62,278.26
001840,JUGO DE NARANJA NATULAC 1 LT,BEBIDAS,nan,132.00,12,11.00,1.5539,2.2911,205.11,302.43
003630,QUESO PECORINO CON OREGANO QUESOS DE MI TIERRA 95 GR,CHARCUTERIA,nan,150.00,1,150.00,1.3655,2.2900,204.83,343.50
001670,SALSA ROSADA ALBECA 500 GR,VIVERES,nan,204.00,12,17.00,1.0000,2.5000,204.00,510.00
003828,ACEITE DE OLIVA CARBONELL 250 ML,CESTA BASICA,nan,36.00,12,3.00,5.6300,7.4900,202.68,269.64
000938,CHOCOLATE OSCURO 75 ANIVERSARIO SAVOY 100 GR,CONFITERIA,nan,120.00,120,1.00,1.6877,2.5700,202.52,308.40
003967,GATARINA ADULTOS CON PESCADO CAT CHOW 85 GR,MASCOTAS,nan,195.00,15,13.00,1.0385,1.3500,202.50,263.25
000284,WHISKY TRIPLE WOOD BLENDED SCOTCH GRANT´S 750 ML,SIN CATEGORIA,None,36.00,12,3.00,5.6057,12.2221,201.80,440.00
